p_0,alpha,d2,q_pereg,pist_omega,Cq,V_max,p_max,shtraf,fit
100000000.0,10.439740841909364,17.226779982630244,10.752425491612223,36.898793500067015,0.1,1672.5580849960247,778020092.6271942,0,1672.5580849960247
100000000.0,14.97217674583767,18.66621978802217,3.244652072011275,33.46445253645953,0.1,1641.8527265696018,820049388.1925008,0,1641.8527265696018
100000000.0,4.03574587745176,16.253766786269004,6.212804964343201,10.21632373065097,0.1,2399.6187414536953,668373954.0224656,0,2399.6187414536953
100000000.0,6.111680143828575,15.043643136096515,4.979501700259558,11.835745683387938,0.1,2521.1332216915616,1751009776.1819878,0,2521.1332216915616
100000000.0,14.32163176951579,16.526641312812494,5.993597044430885,12.216660229674044,0.1,2157.2147545433204,1714269315.6027863,0,2157.2147545433204
100000000.0,4.138291812610003,6.033662931190619,18.768334974938668,30.687266545798114,0.1,2787.4146443443237,2574716481.561043,1149.4329631220853,1637.9816812222384
100000000.0,6.397985551349375,7.438448382835068,3.286210941367824,15.786691066205892,0.1,2950.710146048002,2580616691.4826536,1161.233382965307,1789.476763082695
100000000.0,14.986403407597715,17.021529697371165,17.35607301640281,23.325418007149942,0.1,1757.6649399117039,1119881286.816636,0,1757.6649399117039
100000000.0,8.541389513328138,5.137834272507314,18.948038626508364,8.91496940310073,0.1,2791.0064378755937,2503792943.6230745,1007.5858872461486,1783.4205506294452
100000000.0,13.249369450437957,17.944311936133886,4.266348852708246,19.068168172556106,0.1,1906.989962745906,1178707243.741138,0,1906.989962745906
100000000.0,3.4152359012275144,17.29946194386472,16.79488148341947,31.216921830917784,0.1,1696.4312044788717,523717662.3502201,0,1696.4312044788717
100000000.0,4.506428810173986,7.596716145095231,4.192694245049752,10.837933360443913,0.1,3043.454929772481,2566554980.412847,1133.1099608256936,1910.3449689467875
100000000.0,5.379076182118246,17.157408437007085,17.183379966546976,31.00813893364675,0.1,1699.5297507722682,607458389.9020857,0,1699.5297507722682
100000000.0,4.813431851917924,16.47276204431791,2.8207524121418457,7.217529932074788,0.1,2466.892726978135,562231321.4065256,0,2466.892726978135
100000000.0,5.071991285016566,7.167334095979793,3.2191580809657676,10.606570146816981,0.1,3102.7327418875557,2512832676.929972,1025.665353859944,2077.0673880276117
100000000.0,5.6114399343752,14.225068622224217,9.905333941741803,33.148862648382234,0.1,2088.959118724722,1207731012.5908976,0,2088.959118724722
100000000.0,10.379742214064356,10.394663347288931,11.699398637396643,39.279037404428976,0.1,2374.2459249396215,2514980823.966057,1029.961647932113,1344.2842770075085
100000000.0,14.430860043619697,13.984477866874185,5.0927129736943035,16.26437497702438,0.1,2382.168211413792,2457957636.1755085,915.9152723510169,1466.252939062775
100000000.0,12.019756513057782,15.998384495979156,12.133365202648104,21.71713710853464,0.1,1956.5107305475112,1345048636.523934,0,1956.5107305475112
100000000.0,4.672921674766151,15.951418723580215,18.39919444280688,19.02078769651353,0.1,1960.1262238372437,1054718239.0866901,0,1960.1262238372437
100000000.0,10.489943028563454,11.741248759699115,6.296647962773638,34.92145833419645,0.1,2385.499300061498,2487083591.4100866,974.1671828201734,1411.3321172413248
100000000.0,8.057711361004445,8.090279876476165,14.400028131386371,38.46769479740101,0.1,2425.006302762403,2568236761.765702,1136.4735235314029,1288.532779231
100000000.0,4.119902442260695,10.817492907013976,6.202193186513134,5.015752206748572,0.1,2078.586216085537,366062267.5522516,0,2078.586216085537
100000000.0,14.370706104859558,19.03222899373926,12.706789430223,34.62504197683068,0.1,1505.504649345257,661271741.1355685,0,1505.504649345257
100000000.0,13.101053217360358,7.191818300475955,7.649013291673951,29.268843024173563,0.1,2372.510561440788,2573456529.6842885,1146.9130593685768,1225.5975020722112
100000000.0,3.9022672516812618,7.9388554938519285,13.695461388075545,38.90884680197071,0.1,2744.1405604660567,2506090366.2447467,1012.1807324894935,1731.9598279765632
100000000.0,12.885673993176123,9.325048123361132,2.1915470017828094,12.12227006955765,0.1,2699.867109373975,2594888564.4588733,1189.7771289177463,1510.0899804562287
100000000.0,11.454141283591824,18.40777750024866,17.15207791643943,26.571349718792913,0.1,1607.8101205273256,729070251.05916,0,1607.8101205273256
100000000.0,4.254270317084462,12.829053662030596,1.3941351017273094,9.579458543147187,0.1,2558.8722071735037,432871303.59567124,0,2558.8722071735037
100000000.0,8.890768543937757,14.651797029454372,15.672994536502907,36.03871666632588,0.1,1914.1967457273613,1197548198.8406236,0,1914.1967457273613
100000000.0,6.866582411625759,5.578614609686108,17.167024152743615,33.6434784107724,0.1,2541.385609167127,2559104203.53757,1118.2084070751398,1423.177202091987
100000000.0,11.416764114112013,15.017416970406433,15.867574757240163,31.16410345557166,0.1,1910.6457465541464,1304428299.588473,0,1910.6457465541464
100000000.0,11.15598993742874,6.1982148437288895,5.729525371860691,34.70350985002205,0.1,2420.0974769101776,2591083089.7500973,1182.1661795001946,1237.931297409983
100000000.0,14.386013097967965,19.281006604407075,6.24856575684659,6.242355501258439,0.1,2019.6415883982793,2078408815.5394006,156.81763107880124,1862.823957319478
100000000.0,6.836678078637566,19.200661842134352,12.999147237359468,12.735377076452679,0.1,1767.9136776731837,651511492.6121389,0,1767.9136776731837
100000000.0,6.099982408636679,6.665128679524942,12.063710185974927,11.218983341071942,0.1,3046.522274911513,2536373551.3868127,1072.7471027736256,1973.7751721378872
100000000.0,6.2381603877269285,9.787241717449835,9.26005179705227,19.762273922587852,0.1,2755.1230794446246,2524907243.516953,1049.8144870339056,1705.308592410719
100000000.0,11.309674736989319,20.226350817157243,14.04001774272813,7.104368665597015,0.1,1742.6379681736191,1040752996.1037467,0,1742.6379681736191
100000000.0,12.457432840737704,11.945865272801434,5.285383264851692,19.542911446363462,0.1,2499.46987624097,2508280706.946473,1016.5614138929459,1482.908462348024
100000000.0,4.0447235838992786,5.816321984163848,16.24820420516653,33.879541252008394,0.1,2788.567647545529,2555295233.3245735,1110.590466649147,1677.977180896382
